SC_KNOWL,UND_SCSCI,SC_DZ,SC_POET,SC_PS,SC_SS,SC_UNI,SCINFO_30D,MDHINFO_30D,SC_INT,MDH_INT,CONF_NGO,CONF_HOSP,TRU_NEIGHB,TRU_SCI,TRU_JO,TRU_HCW,TRU_NGOPPL,TRU_TH,TRU_SC,TRUSCI_ACCINFO,TRUSCIUNI_BEN,TRUSCIUNI_HON,TRUSCICOM_BEN,TRUSCICOM_HON,SCI_BENPPL,SCI_BENRESP,SCTECH_IMPRLIFE,SCTECH_JOBS,TRU_PPLADV,TRU_HCWADV,VAC_LVL,TRUSCI_IDX,TRUSCI_LVL,VW_SC,AGE,AGE_CAT,GEN,EDU,LIV_AR,RGN,SUBJ_HHI,CTRY_INC,EMP_STAT
2,2,1,1,1,1,97,1,1,1,1,98,1,2,1,3,1,98,2,1,2,3,2,3,2,1,98,1,2,3,1,3,2.8,2,99,17,1,2,2,1,9,2,1,6
2,1,1,2,1,1,2,1,2,1,1,1,1,2,2,3,1,3,2,1,2,2,1,2,1,2,2,1,1,3,1,3,3.2,2,3,34,2,2,2,1,9,2,1,6
2,1,1,2,1,1,1,1,2,1,1,1,1,2,1,3,1,1,2,2,2,2,1,2,1,2,1,1,1,3,1,3,3.4,2,2,20,1,1,3,1,9,1,1,6
2,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,2,2,1,2,2,3,2,2,2,1,1,1,5,2,3,3.0,2,2,19,1,1,2,1,9,3,1,1
2,2,1,1,97,97,97,1,1,1,1,2,1,1,2,1,3,2,2,1,2,2,3,2,2,2,2,1,1,3,1,3,2.8,2,3,18,1,1,3,1,9,1,1,3
2,2,1,1,2,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,2,2,1,2,1,1,1,1,3,1,3,3.6,3,1,19,1,1,1,1,9,1,1,4
2,1,1,1,1,1,2,2,2,2,98,1,1,1,1,1,98,3,98,1,1,3,3,1,3,2,1,1,1,3,2,3,3.2,2,2,70,3,2,1,1,9,3,1,6
2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,3,4.0,3,1,56,3,2,3,1,9,3,1,1
1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,3,2,1,1,1,1,1,1,1,1,1,1,3,1,3,3.8,3,1,48,2,2,3,1,9,3,1,1
3,2,98,98,1,1,1,1,98,1,98,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,3,4.0,3,1,26,1,1,2,1,9,3,1,6
2,1,1,1,98,1,97,1,1,1,1,98,1,2,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,4.0,3,1,18,1,1,1,1,9,3,1,6
3,3,1,1,1,1,97,1,2,1,1,98,1,1,1,1,1,98,1,1,1,1,1,1,1,1,1,1,2,3,1,3,4.0,3,1,16,1,1,2,1,9,3,1,6
3,2,1,98,1,1,97,2,2,1,1,98,1,1,1,1,1,98,1,1,1,1,1,1,1,1,1,1,98,3,1,3,4.0,3,1,17,1,2,2,1,9,3,1,6
4,2,1,1,98,2,97,2,2,1,1,98,1,4,3,2,1,98,3,1,98,4,4,3,3,3,2,98,1,3,98,3,1.5,1,4,24,1,1,2,1,9,1,1,4
3,3,1,1,1,1,2,2,2,2,2,98,1,2,98,2,1,98,4,2,98,3,3,3,98,2,98,1,1,3,1,3,2.0,1,99,67,3,2,2,1,9,1,1,3
2,2,1,1,1,1,2,1,2,1,2,98,1,1,2,1,1,98,2,1,1,1,1,1,1,98,1,1,98,3,1,3,3.8,3,99,16,1,2,1,1,9,1,1,3
3,2,2,1,1,1,2,2,1,2,1,2,1,2,1,2,1,4,4,1,1,1,1,1,1,2,2,1,1,3,1,3,4.0,3,3,49,2,2,2,1,9,3,1,1
4,4,1,1,1,1,1,2,2,2,2,98,98,98,2,98,2,98,4,2,2,2,2,98,98,98,2,1,98,3,2,3,3.0,2,99,42,2,2,3,1,9,1,1,6
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,1,3,3.8,3,1,54,3,2,3,1,9,3,1,1
2,2,1,1,1,1,1,2,2,1,1,1,1,1,2,2,1,1,2,2,2,3,2,3,2,3,1,1,2,3,2,3,2.6,2,2,60,3,1,3,1,9,1,1,1
2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,3,1,3,4.0,3,1,40,2,2,3,1,9,1,1,1
3,2,1,2,1,1,2,2,2,2,1,2,1,2,2,2,2,3,3,1,2,3,2,1,1,3,2,1,1,3,2,3,3.0,2,4,19,1,2,2,2,5,3,1,6
2,2,1,2,1,1,97,1,2,1,1,1,1,2,2,2,1,2,2,1,1,2,2,3,3,1,1,1,1,3,1,3,3.0,2,1,29,1,1,2,1,5,3,1,5
3,2,98,2,1,97,97,2,98,1,1,1,1,1,1,1,1,1,2,1,1,2,4,2,2,1,1,1,1,1,1,3,3.0,2,1,15,1,1,1,1,5,2,1,1
4,4,98,98,97,97,97,2,2,98,1,1,1,1,98,98,1,2,2,98,98,98,98,98,98,98,98,1,1,3,1,3,0.0,99,99,27,1,1,1,1,5,2,1,6
3,2,1,98,1,2,2,2,2,1,1,98,1,2,2,3,2,2,1,98,2,2,3,4,3,2,1,1,1,3,1,3,2.4,1,2,22,1,1,1,2,5,2,1,5
3,3,1,2,1,1,97,2,2,1,1,2,1,1,1,1,3,1,4,1,1,1,1,1,1,1,1,1,1,3,1,3,4.0,3,1,18,1,2,2,1,5,3,1,6
3,3,1,2,1,1,2,2,1,1,1,1,2,1,98,3,4,3,2,1,1,3,1,1,2,1,1,1,1,3,3,3,3.5,2,1,28,1,2,2,1,5,2,1,5
2,2,1,2,1,1,2,2,1,1,1,2,2,2,3,2,2,4,3,3,3,2,2,3,4,2,1,1,1,3,2,3,2.4,1,2,21,1,2,2,1,5,3,1,4
3,2,1,2,1,1,97,2,2,1,1,1,2,3,98,2,1,1,2,1,1,3,2,3,3,3,1,1,1,3,1,3,2.75,2,2,24,1,2,2,2,5,3,1,6
2,2,1,2,1,1,1,2,2,1,1,1,2,2,2,1,2,1,3,1,1,1,98,2,3,3,2,1,1,3,4,3,3.5,2,4,26,1,2,2,1,5,3,1,6
4,4,98,98,2,2,2,2,2,1,1,1,1,98,3,2,1,2,2,98,98,98,98,2,4,98,2,1,1,3,1,3,0.0,99,99,17,1,1,1,1,5,3,1,6
4,3,1,1,97,97,97,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,2,3,4.0,3,1,17,1,1,1,1,5,2,1,5
2,2,1,2,1,1,2,2,2,1,1,1,2,4,4,3,3,2,3,1,2,3,1,1,2,2,2,1,1,3,2,3,2.8,2,3,20,1,2,2,1,5,1,1,6
3,4,2,2,1,1,97,2,2,1,1,1,2,2,2,1,2,2,98,1,2,2,2,2,98,3,98,1,1,3,1,3,3.0,2,99,19,1,2,2,1,5,1,1,6
2,2,1,1,1,97,97,2,2,1,1,1,1,1,2,2,1,3,2,2,1,2,1,3,2,1,1,1,1,3,3,3,3.2,2,1,24,1,2,1,1,5,3,1,6
4,4,1,2,1,1,97,2,2,1,1,2,1,1,3,1,3,3,4,1,3,1,3,1,1,3,1,1,1,3,1,3,2.8,2,2,31,2,2,2,1,5,2,1,2
2,2,1,2,1,1,2,1,1,1,1,2,2,2,2,2,2,2,4,2,2,2,2,3,2,3,1,1,1,3,2,3,2.8,2,2,25,1,2,2,1,5,2,1,3
2,2,1,2,1,1,97,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,3,4.0,3,1,18,1,2,2,1,5,2,1,6
2,3,1,2,1,2,2,1,1,1,1,1,1,1,3,1,1,3,3,3,3,1,3,1,3,3,1,1,1,1,1,3,2.8,2,2,16,1,2,1,1,5,3,1,3
3,2,1,2,1,1,1,1,2,1,1,2,1,3,1,4,3,3,3,3,3,3,3,3,3,1,1,1,1,3,2,3,2.4,1,1,23,1,1,2,1,5,3,1,5
2,2,1,2,1,1,2,2,1,1,1,1,1,1,3,3,1,1,1,1,1,2,3,3,98,1,1,1,1,3,1,3,2.6,2,1,46,2,1,3,2,5,1,1,6
4,3,1,2,97,97,97,2,1,1,1,98,1,1,1,2,1,1,3,1,1,1,98,2,98,1,1,1,1,3,2,3,3.75,3,1,28,1,1,2,1,5,2,1,4
3,3,1,2,1,1,97,2,2,2,2,1,1,1,1,1,1,1,1,2,3,1,4,1,1,3,2,1,1,3,1,3,3.0,2,4,15,1,1,2,1,5,1,1,6
3,2,1,2,1,1,2,1,1,1,1,1,2,2,3,2,2,2,2,2,2,2,2,2,2,2,1,1,2,3,2,3,2.8,2,2,30,2,2,2,2,5,3,1,6
2,2,1,2,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,1,2,2,98,98,2,1,1,1,3,2,3,3.25,2,2,26,1,2,3,2,5,3,1,4
3,2,1,1,1,1,2,1,2,1,1,98,1,2,3,2,2,3,3,2,2,3,2,3,2,3,1,1,1,3,3,3,2.4,1,2,27,1,1,2,2,5,3,1,6
3,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,2,3,1,3,3.8,3,1,20,1,2,2,2,5,2,1,1
3,3,1,1,2,2,2,2,2,1,2,1,1,1,2,1,1,2,1,1,1,2,2,1,1,1,1,1,1,3,1,3,3.4,2,1,31,2,1,1,1,5,3,1,6
3,2,1,1,1,1,1,2,2,1,1,1,1,1,98,1,2,2,3,1,1,1,1,1,2,1,1,1,1,3,1,3,4.0,3,1,27,1,1,2,1,5,3,1,4
3,2,1,1,1,1,97,2,1,1,1,2,1,1,1,3,1,4,2,1,1,1,1,2,2,1,1,1,1,3,1,3,3.8,3,1,43,2,1,2,1,5,2,1,2
4,3,1,2,2,2,2,2,2,1,1,2,1,1,3,1,1,2,3,3,3,2,3,2,3,2,2,98,2,3,2,3,2.4,1,3,19,1,2,1,2,5,1,1,6
4,4,1,1,2,2,2,2,2,1,1,1,1,1,1,4,3,1,1,1,1,3,1,1,1,3,1,1,1,5,1,3,3.6,3,2,61,3,1,1,1,5,2,1,3
3,3,1,2,1,1,2,1,1,1,1,1,1,3,3,3,2,1,2,1,1,1,1,2,2,3,1,1,1,3,2,3,3.4,2,2,25,1,2,2,1,5,3,1,1
2,2,1,2,1,1,2,1,1,1,1,1,1,3,2,2,2,3,4,1,1,2,2,1,2,1,1,1,1,3,1,3,3.4,2,1,17,1,2,2,1,5,1,1,6
2,2,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,4,2,4,1,1,1,1,3,1,3,3.0,2,1,100,3,1,1,1,5,2,1,5
2,2,1,2,2,1,2,2,2,1,1,2,2,2,2,2,2,3,2,3,2,2,3,2,3,3,2,1,1,3,2,3,2.8,2,4,17,1,1,2,1,5,3,1,6
3,3,1,2,1,1,97,2,2,1,1,1,1,1,98,1,1,1,3,1,98,4,98,1,2,1,1,1,1,3,1,3,0.0,99,1,15,1,1,2,2,5,2,1,4
4,4,2,2,97,97,97,2,1,1,1,98,1,1,2,1,1,1,1,1,1,98,98,1,1,1,98,98,98,3,1,3,3.6666666666666696,3,99,15,1,1,1,1,5,3,1,1
3,4,1,2,2,2,2,2,2,1,1,1,1,1,2,3,1,3,4,2,2,1,1,2,2,1,1,1,1,3,1,3,3.4,2,1,22,1,1,1,2,5,2,1,5
3,3,1,2,1,1,2,1,2,1,1,1,1,3,3,2,3,3,2,2,2,1,1,2,1,2,1,1,1,3,2,3,3.2,2,2,18,1,2,2,2,5,3,1,6
1,2,1,2,1,1,2,1,2,1,1,1,1,1,4,2,2,1,1,1,1,1,1,2,1,1,1,1,1,3,2,3,3.2,2,1,17,1,1,1,2,5,2,1,6
2,2,1,1,1,1,97,1,1,1,1,1,1,1,2,98,1,1,1,98,98,98,98,2,2,98,2,98,98,98,1,3,0.0,99,99,19,1,1,1,1,5,2,1,6
2,3,1,2,1,1,2,2,2,1,1,1,1,3,3,3,3,3,3,3,98,98,3,3,3,98,2,1,1,3,1,3,2.0,1,99,17,1,2,2,2,5,2,1,6
4,1,1,1,1,1,2,2,2,1,1,2,2,4,4,4,4,4,2,1,2,4,98,3,4,3,2,1,1,1,2,3,1.75,1,4,29,1,1,3,2,5,2,1,1
4,4,1,1,1,1,2,2,2,1,1,2,2,98,98,98,98,98,98,4,98,98,98,98,98,3,1,1,1,3,98,3,0.0,99,2,19,1,2,2,2,5,3,1,6
1,1,1,2,1,1,2,1,1,1,1,1,2,2,2,2,2,2,2,1,2,3,2,2,4,2,2,1,2,3,2,3,2.8,2,3,16,1,2,2,2,5,2,1,6
1,3,1,2,1,1,1,2,1,1,1,1,1,4,4,4,4,4,3,2,4,4,4,3,3,2,1,1,1,5,4,3,1.2,1,2,27,1,2,2,2,5,3,1,6
2,3,1,2,1,1,2,1,1,1,1,2,2,3,3,3,3,4,1,2,2,4,3,3,3,2,1,1,1,1,2,3,2.0,1,2,27,1,1,3,2,5,2,1,4
2,2,1,2,1,1,97,2,2,1,1,1,1,4,2,4,2,3,3,2,2,2,2,3,3,1,98,1,1,2,3,3,2.8,2,99,29,1,2,2,1,5,2,1,1
3,3,1,2,1,1,97,2,2,1,1,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,98,3,3,3,2.0,1,2,19,1,2,2,2,5,3,1,6
2,1,1,2,1,1,1,1,2,1,1,1,1,2,2,2,3,2,2,3,1,3,1,1,1,3,1,1,1,3,2,3,3.4,2,2,28,1,1,3,1,5,2,1,1
3,3,1,1,2,1,97,2,1,1,1,1,1,4,1,2,2,3,2,2,2,2,2,2,2,3,1,1,1,3,2,3,3.2,2,2,18,1,1,1,2,5,3,1,1
2,3,1,1,1,1,97,1,1,1,1,1,2,3,2,98,1,2,2,2,98,2,2,2,98,1,1,1,1,3,3,3,3.0,2,1,26,1,1,1,2,5,3,1,1
2,2,1,2,1,1,2,2,2,1,1,1,2,2,3,3,2,2,3,1,2,98,98,98,98,3,2,1,1,3,2,3,0.0,99,4,17,1,1,2,2,5,2,1,6
3,3,1,1,97,97,97,2,2,1,1,1,2,1,4,4,4,4,3,4,4,4,3,4,98,3,2,1,98,4,4,2,1.2,1,4,30,2,2,1,1,5,3,1,5
1,2,1,1,2,1,1,2,1,1,1,2,1,2,3,3,2,3,3,1,2,3,3,2,3,3,1,1,3,3,2,3,2.4,1,2,28,1,2,2,2,5,2,1,5
3,4,98,98,2,2,97,2,1,1,1,2,2,2,3,3,3,3,3,3,2,4,4,3,3,2,1,1,98,97,3,3,1.8,1,2,40,2,1,1,2,5,3,1,2
4,4,1,2,1,1,2,2,2,98,1,98,2,4,4,4,4,98,4,4,4,2,3,3,98,2,1,1,1,3,3,3,1.8,1,2,22,1,2,2,1,5,3,1,6
2,3,1,1,1,1,2,2,2,1,1,2,2,4,2,2,2,4,2,2,2,4,2,2,2,1,1,1,2,3,2,3,2.6,2,1,19,1,2,1,1,5,2,1,2
1,4,2,1,2,1,2,1,1,1,1,1,1,4,4,3,2,98,2,4,4,4,4,4,98,98,1,1,1,98,3,3,1.0,1,99,15,1,2,1,2,5,2,1,5
98,98,98,98,1,1,2,2,2,1,1,2,2,3,4,98,3,4,4,98,3,98,4,98,98,3,2,98,98,3,2,3,1.33333333333333,1,4,15,1,1,2,1,5,3,1,6
3,3,1,98,1,1,2,2,2,1,1,98,1,2,4,2,2,3,4,2,2,3,98,4,4,3,2,1,98,3,2,3,1.75,1,4,15,1,2,1,1,5,3,1,6
1,2,1,1,1,1,97,2,2,1,1,2,2,4,3,3,3,3,3,3,2,3,3,98,3,3,2,2,1,3,3,2,2.25,1,4,20,1,1,2,1,5,3,1,1
2,2,1,2,1,1,2,2,2,1,1,1,1,2,1,3,2,2,3,2,2,4,2,4,3,2,1,1,1,3,3,3,2.4,1,2,18,1,1,2,1,5,1,1,5
2,2,1,1,1,1,97,2,2,1,1,2,2,3,3,3,3,98,4,1,1,4,4,4,98,2,1,1,98,3,3,2,1.8,1,2,18,1,2,2,1,5,1,1,6
98,3,1,98,1,1,97,2,2,1,1,2,2,3,2,3,2,3,4,3,4,3,3,3,4,1,1,98,98,3,98,3,2.0,1,1,22,1,1,2,1,5,3,1,3
2,2,1,2,1,1,1,1,1,1,1,1,2,3,2,3,2,2,3,2,1,2,3,2,98,2,1,1,1,3,3,3,3.0,2,2,21,1,1,2,2,5,3,1,1
2,2,1,2,1,1,2,1,1,1,1,1,1,98,2,98,2,1,4,1,1,98,98,98,98,1,1,1,98,3,98,3,0.0,99,1,16,1,2,2,1,5,2,1,6
2,3,1,1,1,1,2,98,98,1,1,1,1,2,98,98,1,98,2,1,98,4,4,98,98,2,1,1,1,1,2,3,0.0,99,2,18,1,1,1,1,5,3,1,5
2,2,1,2,1,1,2,1,1,98,98,98,1,4,3,4,98,3,3,98,3,98,98,98,98,98,1,1,98,3,98,3,0.0,99,99,19,1,2,2,1,5,2,1,6
2,4,1,1,1,97,97,2,2,1,1,98,1,3,2,98,1,98,4,2,3,98,98,98,98,1,1,1,1,3,1,3,0.0,99,1,19,1,1,1,1,5,3,1,5
2,3,1,1,1,1,97,2,2,1,1,1,1,3,1,98,1,2,3,1,3,98,98,98,98,1,1,1,2,2,98,3,0.0,99,1,16,1,2,1,1,5,3,1,5
2,4,1,1,1,1,2,2,2,1,1,1,1,4,3,98,1,2,3,3,98,98,98,98,98,1,1,1,98,3,1,3,0.0,99,1,17,1,1,2,1,5,3,1,5
2,2,1,2,1,1,2,2,2,1,1,1,1,4,2,98,1,3,3,1,98,98,98,98,98,1,1,1,1,3,1,3,0.0,99,1,15,1,2,2,1,5,3,1,6
4,4,1,2,2,97,97,2,2,1,1,98,98,4,3,2,3,3,3,3,98,98,98,98,98,1,1,1,1,3,3,2,0.0,99,1,17,1,1,2,1,5,3,1,2
2,4,1,98,98,1,97,2,2,2,1,1,1,3,2,4,2,2,2,98,98,98,98,98,98,3,2,1,2,3,3,3,0.0,99,4,18,1,2,2,1,5,2,1,6
4,2,1,2,1,1,97,2,1,1,1,98,2,3,98,3,3,4,3,4,98,2,4,98,4,98,98,1,1,3,2,3,0.0,99,99,30,2,2,2,1,5,3,1,2
2,2,1,2,1,1,97,1,2,1,1,1,1,2,3,2,1,1,1,2,3,3,2,3,4,2,98,1,2,3,3,3,2.2,1,99,19,1,1,2,1,5,2,1,6
3,3,1,2,2,1,1,2,1,1,1,1,1,3,2,2,2,4,3,3,3,3,3,3,4,3,2,1,2,3,3,2,2.2,1,4,29,1,1,3,2,5,2,1,2
2,3,1,2,1,1,97,2,2,1,1,1,1,3,3,3,2,2,3,3,3,98,3,4,4,3,2,1,1,3,3,3,1.75,1,4,19,1,2,2,2,5,3,1,6
3,2,1,2,1,1,97,1,2,1,1,1,1,2,98,2,2,2,3,2,98,98,98,3,3,3,2,1,2,3,98,3,0.0,99,4,22,1,2,2,1,5,2,1,2
4,1,1,2,1,1,2,2,2,2,2,1,2,3,3,3,3,3,1,4,3,3,3,3,3,2,2,1,1,5,3,3,2.0,1,3,22,1,1,2,1,5,2,1,1
3,4,1,2,2,1,2,2,2,1,1,98,98,2,4,4,4,3,2,3,98,2,3,4,98,2,2,1,1,5,2,2,1.75,1,3,25,1,1,2,1,5,2,1,1
2,3,1,1,1,1,2,2,2,1,1,98,1,3,98,4,2,98,3,2,3,4,98,98,98,2,2,1,1,3,3,3,0.0,99,3,25,1,1,2,1,5,3,1,1
3,3,1,1,1,1,97,2,98,1,1,1,2,4,98,98,1,2,98,2,2,2,98,3,98,2,1,1,1,3,1,3,2.6666666666666696,2,2,18,1,1,2,1,5,2,1,5
3,3,98,98,1,1,2,2,2,1,1,1,2,98,98,3,98,3,3,98,98,98,98,98,98,2,2,2,2,3,1,3,0.0,99,3,20,1,2,2,1,5,2,1,6
2,2,1,1,1,1,2,1,1,1,1,2,2,3,4,4,4,3,4,4,4,4,4,4,3,3,2,2,1,3,3,3,1.0,1,4,18,1,1,2,2,5,3,1,6
3,3,2,2,1,1,2,2,2,1,1,1,1,4,3,3,2,3,3,3,2,3,3,3,3,2,1,1,1,3,3,3,2.2,1,2,20,1,2,1,1,5,2,1,3
4,4,1,2,1,1,2,2,2,1,1,2,2,3,3,3,3,98,3,3,98,98,98,98,98,3,2,1,1,3,3,2,0.0,99,4,23,1,1,2,1,5,3,1,1
3,2,1,1,1,1,2,2,2,1,1,2,1,3,4,4,3,4,4,2,2,3,98,3,3,3,2,1,98,3,3,3,2.0,1,4,26,1,1,2,1,5,2,1,1
3,3,1,2,1,1,2,2,2,1,1,1,1,3,3,3,2,98,2,3,3,98,98,98,3,3,98,1,3,3,3,3,0.0,99,99,26,1,1,2,1,5,2,1,1
3,3,1,1,1,1,2,2,2,1,1,2,1,3,98,3,3,98,2,3,98,98,98,98,98,3,2,1,98,3,3,3,0.0,99,4,26,1,1,1,1,5,2,1,2
3,3,1,98,1,1,2,2,2,1,1,98,98,2,98,98,2,98,1,3,3,98,98,98,98,98,2,1,98,1,98,3,0.0,99,99,17,1,1,2,1,5,3,1,5
2,2,1,2,1,1,2,2,2,1,1,2,2,2,98,98,2,98,2,3,3,98,98,98,98,3,2,1,98,2,2,3,0.0,99,4,20,1,1,2,1,5,3,1,6
2,2,2,1,2,1,1,2,2,1,1,2,2,4,1,1,4,98,4,1,98,1,1,4,4,98,1,1,1,98,1,1,3.25,2,99,18,1,1,2,1,5,2,1,4
1,2,1,2,1,1,97,2,1,1,1,98,2,3,3,3,3,3,3,2,2,98,98,4,4,2,1,1,98,3,3,3,2.0,1,2,19,1,1,2,1,5,2,1,2
2,3,2,2,1,2,2,2,2,1,1,2,2,4,4,2,4,2,4,2,3,2,3,4,3,2,1,1,2,3,4,2,1.8,1,2,19,1,2,2,1,5,3,1,5
4,98,98,98,2,2,2,2,2,2,2,98,1,98,1,98,1,4,1,98,98,4,4,98,4,3,2,2,1,1,4,3,2.0,1,4,19,1,1,1,1,5,3,1,5
4,2,1,2,2,1,2,1,1,1,1,2,2,3,4,4,4,4,1,4,98,4,98,98,98,98,2,2,3,97,2,3,0.0,99,99,30,2,1,3,1,5,3,1,5
4,98,1,1,1,1,98,98,1,1,1,98,98,4,1,98,1,98,2,1,1,98,1,98,1,3,1,1,98,3,2,3,4.0,3,2,17,1,1,2,1,5,1,1,5
3,4,2,1,1,1,2,1,1,2,1,1,1,2,4,1,4,4,2,4,4,98,3,2,98,98,1,1,98,3,4,3,1.75,1,99,15,1,1,1,1,5,3,1,6
3,4,98,98,2,1,2,2,2,2,2,2,2,3,4,4,98,98,3,1,98,4,98,4,4,1,2,1,1,3,4,3,1.0,1,3,25,1,2,2,1,5,2,1,2
1,1,1,1,1,1,2,2,2,1,1,1,1,3,2,3,3,4,3,1,2,3,98,3,3,2,1,1,1,3,3,3,2.5,2,2,17,1,1,2,1,5,3,1,5
3,2,1,1,2,1,2,2,2,1,2,2,1,3,4,4,4,2,3,3,4,4,4,3,4,3,2,2,2,1,4,2,1.2,1,4,15,1,2,1,1,5,3,1,6
3,3,2,2,2,2,2,2,2,2,2,2,2,4,3,3,3,3,3,3,4,3,4,3,4,3,1,2,2,3,3,2,1.6,1,2,26,1,2,1,1,5,3,1,6
2,2,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,2,3,3,3,3,2,1,1,1,3,3,3,2.2,1,2,48,2,1,3,2,5,3,1,5
2,2,1,98,1,1,1,1,2,1,1,2,1,2,98,3,3,3,3,2,1,3,4,3,3,98,98,1,1,3,1,3,2.25,1,99,22,1,1,2,2,5,2,1,1
3,3,1,1,1,1,1,1,1,1,1,98,2,4,3,3,3,3,3,2,2,3,3,3,3,2,1,1,1,3,3,3,2.2,1,2,28,1,1,3,1,5,3,1,1
3,3,2,1,1,2,97,2,2,2,2,98,2,4,4,4,4,2,2,3,4,3,2,3,4,3,1,1,1,1,2,3,1.8,1,2,20,1,1,1,1,5,3,1,1
2,2,1,1,1,1,97,2,2,1,1,1,1,3,2,3,2,98,3,2,2,3,98,2,98,1,1,1,1,3,98,3,2.75,2,1,19,1,1,2,1,5,3,1,6
3,3,1,1,1,1,97,1,1,1,1,2,2,3,3,4,4,4,3,3,3,4,4,3,3,2,98,1,1,4,1,3,1.6,1,99,18,1,2,2,2,5,3,1,2
4,4,1,2,1,97,97,2,2,1,1,1,1,2,98,2,3,98,1,2,98,98,98,98,98,2,2,1,1,5,1,3,0.0,99,3,29,1,1,1,1,5,3,1,2
4,4,1,2,2,1,2,2,2,2,1,98,98,4,4,4,3,4,3,4,3,3,4,4,3,1,2,2,1,5,3,2,1.4,1,3,17,1,2,2,2,5,3,1,4
2,3,1,1,1,1,1,1,1,1,1,1,2,3,3,2,3,2,3,3,1,98,2,3,3,2,1,1,98,3,3,3,2.75,2,2,26,1,2,3,2,5,3,1,4
2,3,1,2,2,1,1,2,1,1,1,1,1,2,4,3,2,3,3,1,1,3,3,3,1,3,2,1,1,5,3,3,2.2,1,4,19,1,1,2,2,5,3,1,1
1,3,1,2,1,1,2,1,1,1,1,2,2,3,3,98,3,3,4,1,1,3,2,1,1,3,2,1,1,3,3,3,3.0,2,4,25,1,1,2,1,5,3,1,6
3,2,1,1,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,3,3,2,3,2,2,2,1,2,2,1,2.4,1,3,26,1,1,2,1,5,3,1,6
3,3,1,98,1,1,2,2,1,1,1,2,2,3,2,3,2,3,3,2,3,98,4,3,3,3,2,1,3,3,2,3,2.0,1,4,22,1,1,3,1,5,3,1,4
2,1,1,2,2,1,2,1,1,1,1,1,1,3,1,1,1,1,3,1,1,1,2,1,1,1,1,1,1,3,2,3,3.8,3,1,17,1,1,2,1,5,3,1,3
1,2,1,2,1,1,2,1,2,1,1,98,1,3,2,3,2,3,2,1,2,4,1,1,4,2,2,1,1,3,98,3,3.0,2,3,28,1,1,2,1,5,3,1,3
3,3,1,1,1,1,1,2,2,1,1,1,98,3,3,3,2,3,4,3,2,3,3,3,3,2,1,1,2,3,2,3,2.2,1,2,23,1,2,3,1,5,2,1,1
2,4,1,1,1,1,97,2,2,1,1,2,2,2,4,3,4,4,4,4,4,2,4,4,4,2,2,1,1,1,4,3,1.4,1,3,16,1,1,2,1,5,3,1,6
1,2,1,1,1,1,2,1,1,1,2,1,2,1,3,3,1,4,3,2,2,4,1,2,2,1,1,2,1,5,1,2,2.6,2,1,25,1,1,2,1,5,2,1,5
3,2,1,2,1,1,2,1,1,1,1,2,1,4,3,1,3,3,3,4,2,3,3,2,3,2,1,1,1,5,3,3,2.4,1,2,20,1,2,2,1,5,2,1,3
2,1,1,2,1,1,97,2,1,1,2,1,1,3,2,2,2,3,4,3,3,3,2,3,2,2,1,1,1,3,2,3,2.4,1,2,20,1,2,2,1,5,2,1,6
2,3,1,1,1,1,1,1,1,1,1,1,2,3,4,4,3,2,4,2,2,4,4,4,4,3,2,1,1,3,4,3,1.4,1,4,20,1,1,2,1,5,3,1,4
2,2,1,2,1,1,1,1,1,1,1,98,1,3,3,4,3,3,4,3,3,98,98,98,4,3,1,2,1,3,98,3,0.0,99,2,18,1,1,2,1,5,3,1,1
2,3,1,1,1,1,1,1,1,1,1,2,98,3,3,3,3,4,4,3,3,3,98,3,3,2,1,1,1,3,3,2,2.0,1,2,25,1,1,3,1,5,3,1,3
1,1,1,2,1,1,1,1,1,1,1,1,1,3,1,1,1,2,4,1,1,2,2,2,2,2,1,1,1,1,2,3,3.4,2,2,42,2,2,2,2,3,2,2,1
2,2,1,1,1,1,97,2,2,1,1,1,1,2,1,2,1,2,3,1,1,1,1,1,1,2,1,1,3,3,1,3,4.0,3,2,26,1,2,2,1,3,1,2,6
